uuid,loan_id,amount,created_at,paid_at
a16faef7e52b41829e7a36762f5a06b7,17775,5.0,2019-11-13 16:19:13.864598,2019-11-20 19:06:36.921245
3751b28b00ee4512b9eead731f40d22b,17415,5.0,2019-11-12 23:27:27.540822,2019-11-14 21:28:14.603421
4394ef9020a54618b646ee213c9f172c,18804,5.0,2019-11-15 14:12:15.784833,2019-11-22 20:39:12.613820
8bafa9452d26483dbc599dfa5721759d,17594,5.0,2019-11-13 12:00:18.012250,2019-11-23 10:35:40.344404
e81dcd24b4864666abe5cb28c3b8efd8,28195,5.0,2019-12-02 21:40:26.525059,2020-01-08 10:10:52.457601
3ca22e2f0d9940a09ef3dc082e5e57d8,19195,5.0,2019-11-16 13:02:06.024982,2019-11-19 14:46:20.746290
d9197573b9f9427aafa1d470b4ab5168,18163,5.0,2019-11-14 10:26:47.352345,2019-11-19 22:52:30.320530
1771b84e2fbc40b9b03c7f9a0ee38c0b,17750,5.0,2019-11-13 16:02:08.048071,2019-11-26 23:25:28.441298
37be8f0a7e094efba9fa968dd0a25578,19882,5.0,2019-11-18 11:50:56.361167,2019-11-23 17:22:47.648147
2b9af95b037749359c804f87520c8441,17776,5.0,2019-11-13 16:19:35.798548,2019-11-20 13:18:22.558098
8af7147bfe48484a8f5575abbd81b6c5,17789,5.0,2019-11-13 16:24:31.835101,2019-11-25 21:37:48.752705
abbb7e9b365d4f5ab6845834fac7ed4f,18304,5.0,2019-11-14 16:54:25.564603,2019-11-23 15:26:42.800848
94b32c316d4d473a842183e23ffd7465,28360,5.0,2019-12-03 08:54:49.985322,2019-12-26 14:36:00.335747
69810d1ecdb24db885292cbd3e0120b8,19866,5.0,2019-11-18 11:08:40.530226,2019-12-17 23:36:32.719071
f181a2d3f2cd457cbdbf46fcb5c62284,22663,5.0,2019-11-23 16:42:12.647396,
c9f60999a1284e96896553bfcd9de51d,28576,5.0,2019-12-03 15:00:42.565996,
7402f82801b242a98965211a20057fbc,26701,5.0,2019-11-30 04:05:23.302993,2019-12-04 14:25:58.438695
1968f4cf913c4337b086cd489e2726ce,22830,5.0,2019-11-24 00:51:52.592658,2020-01-09 13:12:39.434265
3f7ccb4bc6f34c42b41655248d6be9c9,27600,5.0,2019-12-01 20:48:07.706434,2019-12-04 15:04:33.616221
5cf9661cf1c04c70b503563ca337b1b9,22158,5.0,2019-11-22 16:19:47.776107,2019-11-25 15:02:30.377462
b274701bbdea4109861b6eb3170e6c48,20003,5.0,2019-11-18 16:50:14.485865,2019-11-25 03:44:41.371839
5ed763ce28e24f169fce680dbdd1ee09,19504,5.0,2019-11-17 06:30:59.118708,2019-11-22 09:06:36.733227
c471cb9172944687aec8a4faf42e8732,18580,5.0,2019-11-15 00:55:20.364907,2019-11-18 22:25:34.726577
d5834cf7f1c3477794a41e8e4ad79681,25757,5.0,2019-11-29 01:03:02.170494,
1c74bb3ca2784201ac1ce546a7b7ed79,19617,5.0,2019-11-17 15:35:52.157813,2019-12-03 16:18:17.178307
d23d88e68a17443b9936c624088aee83,18698,5.0,2019-11-15 09:45:32.931569,2019-12-31 16:31:08.552032
db850fa94d364d8cbca7f4f4f7371cf3,26460,5.0,2019-11-29 20:33:23.115110,
a3757d4219e947b2b99156ddaedc6d9f,18886,5.0,2019-11-15 18:03:57.275291,2019-11-18 23:03:47.116569
16f54b4651b14c3c86f451c91b53e79a,18901,5.0,2019-11-15 18:42:55.886907,2019-12-16 22:30:43.507254
5a865efb2f754c538ed5024655b40c33,20661,5.0,2019-11-19 23:24:44.816922,2019-11-24 05:16:26.336692
020fbabac5864313ba8ff98acc605230,22971,5.0,2019-11-24 13:10:18.613002,2019-12-04 22:19:47.177163
fdcc3724f1644dc5b8bb772c23f14cbc,27891,5.0,2019-12-02 12:23:20.628753,2019-12-11 14:18:44.115250
911f9aca33764c62829a7a6dcaa366f3,20549,5.0,2019-11-19 19:40:13.251875,2020-01-03 15:45:58.859480
a7332579200a4a53bb7298e0f5addb04,27362,5.0,2019-12-01 11:47:53.503125,2019-12-10 21:48:43.174010
5fa0715129a644a08ff3135b025c582b,20052,5.0,2019-11-18 17:18:23.316623,
13d888d967d14d8294c748fd48c7ddb3,20090,5.0,2019-11-18 17:44:48.998968,
d3137c4ac36b4e1f9229c67fb9cd9a4c,26531,5.0,2019-11-29 22:14:55.597506,2019-12-13 22:12:51.418555
f94845f2949a4a01bd8a142c3db9ea98,20197,5.0,2019-11-19 08:58:27.347245,
83467ffc1e0d4d489e78d6a2451d3b94,20399,5.0,2019-11-19 14:45:23.099712,2019-11-27 15:16:52.675865
6b0fda43868b476faf1640d3e6dbebc0,20494,5.0,2019-11-19 17:45:32.182171,2019-12-20 10:16:50.844047
88fd685b7be84008a30284930fa0cd2d,20652,5.0,2019-11-19 23:11:30.300356,2019-12-09 16:57:45.363196
ad7b1f923ae942958d9167a0d5e787d5,22894,5.0,2019-11-24 05:32:42.964374,2019-11-27 21:47:50.499783
b2f3b9cd4dff427f820ff943d317fc4d,23031,5.0,2019-11-24 15:46:49.983443,2019-11-28 00:37:25.395231
ba6b1522ff394abca24b9133fabac62b,28642,10.0,2019-12-03 17:30:03.299748,2019-12-05 11:35:37.416808
73e330afc9cd49008a151cf4d26ee48c,26246,5.0,2019-11-29 15:30:39.168912,2019-12-06 03:23:23.116934
18813bf3a64e407d8fa976a1afd53bad,21100,5.0,2019-11-20 21:18:51.200581,2019-12-19 12:27:13.545083
6dbc0979ef3641fda50719516eb9c137,21179,5.0,2019-11-20 22:32:18.688744,
73017e053a7744a4bb30a6842852b575,25433,5.0,2019-11-28 17:53:08.559183,2019-11-30 12:22:10.851155
cac664acac4f4dc289814b3e72401460,21199,5.0,2019-11-20 22:52:59.530857,2019-12-03 11:13:09.074427
59c6611567004694ac7b854841a555b2,21309,5.0,2019-11-21 01:56:49.377732,
8578401bb17a40adb884fd7efd06de19,21934,5.0,2019-11-22 07:24:09.392252,2019-11-23 08:41:19.422579
6a3154abe5c24ff58ed3d9295b3f17d2,21408,5.0,2019-11-21 09:11:54.136631,2019-12-02 15:48:56.652159
915818a6491d45d99bf504a8a9c0262c,21535,5.0,2019-11-21 13:41:00.866148,2019-11-30 17:13:06.038760
78c0aba9448c4b75a81001eb8c42d4c0,29222,5.0,2019-12-04 16:40:18.482260,2019-12-26 14:22:08.973083
22edca299aa54e889cd66c286cf1cba5,22076,5.0,2019-11-22 13:26:15.329661,2019-11-29 00:07:39.569078
3f4ffa081d6c4375b401fef1c2711d8d,22378,5.0,2019-11-23 01:18:17.045790,
b944517e25064daa9c840a5f0203a53f,22873,5.0,2019-11-24 03:27:54.493645,
6b13ee18f79a4159a7949bcb33635e49,23293,5.0,2019-11-25 05:14:13.327198,2019-11-30 19:55:45.861919
dba65ee31aa845e8b8185c3ef385463e,23581,5.0,2019-11-25 18:06:14.596841,
3227fe6a0f13478ca33b7ce7937e3526,24245,5.0,2019-11-26 20:09:16.305871,
9ef95b1cae7240739e45a761c4b4e5d2,24329,5.0,2019-11-26 22:23:00.622392,
f7861dddb3ce479ab18b3632eb31f5eb,25923,5.0,2019-11-29 09:44:58.027261,2019-12-11 23:15:07.692057
80177628da1642f5b0706904c27924d1,24406,5.0,2019-11-27 08:52:05.259537,2019-12-02 22:11:42.122276
6e2a9f559c604330811873cf57de5921,24623,5.0,2019-11-27 15:39:53.680887,
de3b8c4447a04865907ede6703d9b025,24629,5.0,2019-11-27 15:49:07.498230,2019-12-24 12:14:40.865041
005a34f636fd423f8f81be7cce362017,24783,5.0,2019-11-27 20:16:42.297882,2019-12-08 12:00:18.794401
9dcc101400db4badbaf807e15009b8ad,24855,5.0,2019-11-27 21:07:12.273850,2019-11-28 22:14:44.933103
f1e4d2c8695d417b8b99599cee247714,25060,5.0,2019-11-28 03:21:49.193940,2019-12-01 00:33:47.568885
26039dfcd56f40969535e32d7aa57b3c,25195,5.0,2019-11-28 11:37:50.764416,2019-12-11 13:47:44.784877
3689b44d407546ee8b50dcb8f713580d,25250,5.0,2019-11-28 12:57:43.847385,
ebae5a27542940cfb1a5d87a1ec3a11d,25516,5.0,2019-11-28 20:02:53.427690,2019-11-29 20:19:03.571407
b4087babd55e49198e1459eb4f9accec,29214,5.0,2019-12-04 16:20:21.402212,2019-12-29 18:06:58.485545
038199f981d7452681a30798f726a373,25671,5.0,2019-11-28 23:02:39.830189,2019-12-03 20:59:45.535498
43bcc4b13a224a46b0b09b219ced21d1,26056,5.0,2019-11-29 12:57:34.277327,
1dd10c6bb1594f88881874ba50379054,26175,5.0,2019-11-29 14:41:07.650602,
c3f5daea02104db78ad4602477609353,19411,10.0,2019-11-16 23:08:07.281495,2019-11-23 23:50:35.634480
7e15802d4c304e5ba51228a901f43009,20390,5.0,2019-11-19 14:31:43.578402,
fae4519ec56844b6a5a2b33d36c70d67,22276,5.0,2019-11-22 21:18:09.000784,2019-12-03 01:33:45.799688
6da1e06fdfbe4141b7c526b2c4c2514f,17600,5.0,2019-11-13 12:23:42.981749,
8e2284b1352b4738854c11caf0244a31,23639,5.0,2019-11-25 20:09:32.840057,2019-12-01 17:47:53.547798
473761e1d2414894a1938dbc8dfe1687,29429,5.0,2019-12-04 23:03:38.575661,2020-01-22 20:19:44.698729
bae555cf77bb42308bf3c5b1a21af9fe,28372,10.0,2019-12-03 09:41:42.658881,
41874033fe3948218cf39e071f20db7d,18428,10.0,2019-11-14 21:48:06.595386,2019-11-16 21:27:27.412364
b2526cf27ed149daa1c8b7f42ad5ae6b,22334,10.0,2019-11-22 23:32:30.690611,
d31c06f32b81443eb367ca9775c88777,22546,10.0,2019-11-23 12:55:37.403996,2019-11-28 20:27:46.575779
2133263d9cdc48b690b411dff8135009,23381,5.0,2019-11-25 12:12:12.455867,2020-01-17 13:27:45.390107
e4b0d4a8596647bb894c857b00ed422a,20172,5.0,2019-11-19 05:04:41.422526,2019-11-30 18:36:45.068300
40d7ab23969d465da0766bfbe87d27db,21687,10.0,2019-11-21 18:52:00.653322,2019-11-30 19:43:20.953291
68828f908bda4ce48c2f1618ab5560fd,23435,5.0,2019-11-25 13:58:11.171864,2019-12-07 15:27:52.381950
eeb11013a1934292b16cbe79ac60fb9b,21557,10.0,2019-11-21 14:11:47.364058,
690668f65cd84fa89730e3650bd3947c,28432,5.0,2019-12-03 11:31:52.457219,2019-12-18 14:45:41.860453
4d2b87bb88fd4020b564709628ed0d70,22287,10.0,2019-11-22 21:44:33.849387,2019-11-30 00:19:48.898942
0d908ff74f3f4622bcab495856ae5338,27039,5.0,2019-11-30 18:20:51.065932,2019-12-04 12:12:20.939483
80106dbd8fa84070876716eef50adbd5,26572,5.0,2019-11-29 23:30:47.673137,
2060889138624eb4837de79eb4d6aa48,17033,5.0,2019-11-12 10:33:34.077473,
c63fd46432874a73b71147ac757d71b2,27160,10.0,2019-11-30 22:25:03.251279,2019-12-06 01:25:23.465549
350618a3b332419cb3f4b5f75f2b1d57,18275,10.0,2019-11-14 15:29:52.640372,2019-11-23 04:59:44.274593
a461490babe04544b5370b0a1786c782,22170,5.0,2019-11-22 16:54:22.756516,2019-11-22 21:03:18.689383
3f30a4caec494f01999362c13b0c343e,29360,10.0,2019-12-04 20:54:00.883496,2019-12-14 20:54:18.042866
f17388b3dfe04aaab734fbbccccda3dc,27951,5.0,2019-12-02 14:12:26.802482,2019-12-18 14:46:59.460125
b6f529a07a6543baa748d8f79fdd3f7b,17280,10.0,2019-11-12 17:52:44.247979,2019-11-15 11:43:08.069122
e9d6c60fabe04dc3ada17eda9a435289,25021,5.0,2019-11-28 01:41:08.807637,2019-11-29 20:17:13.911950
3b66ab47015c4d3991c4ebbfea36d6f8,20672,5.0,2019-11-19 23:55:45.399462,2019-11-30 19:07:02.367996
66263e14348842b39261112ce445f9dc,20482,10.0,2019-11-19 17:13:51.255849,2019-11-21 09:57:40.062221
e4d70b3e4ae84ea485fbcf28704adff3,16709,10.0,2019-11-11 00:01:55.666693,2019-11-13 21:29:32.890113
c86909d5a1144782bb07f746d53c7275,20783,5.0,2019-11-20 09:29:43.040746,2019-11-25 12:35:45.448231
afcc1d7464274f1db054eb5ffccc71b6,25235,5.0,2019-11-28 12:43:51.817418,2019-12-05 14:27:43.576501
9afd1694a642463a9791698f8a8c2b78,27227,5.0,2019-12-01 01:36:43.270014,2019-12-20 20:38:19.885672
060bf0616a4948b1a7777b8d3b125fb1,23707,5.0,2019-11-25 22:50:06.131124,
0593f93de53a4f41b210fcc4dca7227a,22357,5.0,2019-11-23 00:32:12.193899,2019-11-25 17:41:31.207864
04a7b3f55a5b4961b7c0e04f045c7a95,19159,5.0,2019-11-16 11:18:58.938707,2019-11-18 11:58:06.621764
01900b967b4c4effb2f43bef6c128fe4,22314,10.0,2019-11-22 22:48:26.607313,2019-11-25 18:57:03.599582
39294ad37b1845f89a1cc57c796fd6c7,24559,5.0,2019-11-27 13:39:43.783694,2019-12-06 12:31:31.180331
ef26424d85b24d11910634a457a18796,28713,5.0,2019-12-03 20:26:47.647302,
eae665fd303845ceb4ad6649beb8be3f,24579,5.0,2019-11-27 14:15:17.325043,2019-12-05 15:33:00.478335
610aaa1182484147955b3ecb6dd3c0f6,16912,5.0,2019-11-11 20:20:22.344380,2020-02-01 20:22:07.809459
5348012e338f494ba718f7ae9538b0a4,16948,5.0,2019-11-11 23:03:26.483509,2019-11-16 20:18:47.087482
4a2d64d860664712bda14c8f8bbb8981,29330,10.0,2019-12-04 19:54:09.302375,2019-12-12 17:27:04.272525
037d23bf0ff9432bbf0714d0bd8dcfdc,28273,5.0,2019-12-03 00:48:45.926400,2019-12-05 13:43:55.370110
cf66c9b4c56d40dabe58b7d334787346,17192,5.0,2019-11-12 16:01:30.347777,2020-01-30 10:13:14.602895
e70a8803ced34ec6948162061d8bf442,25560,5.0,2019-11-28 20:58:42.751937,2019-12-03 13:45:57.242199
fb797033f97f473dbd2d5b00d5fb59d9,20280,5.0,2019-11-19 11:18:50.374076,2019-11-27 19:17:23.844855
b92685e3d80a44b38c25f674ed8292dd,23812,5.0,2019-11-26 04:24:31.496027,2019-12-05 23:06:08.572765
5dd415e8dc3b4be8919cc43da85547ee,17255,5.0,2019-11-12 17:26:33.414235,2019-12-19 21:33:26.513646
cadaf3d68cb242ee8bd1933b713838a8,17475,5.0,2019-11-13 02:21:17.409487,2019-11-23 01:01:25.866747
baf24131ccb549618c344b02e860e286,17419,5.0,2019-11-12 23:37:47.391641,2019-11-22 09:00:14.418164
1b1b6f0be1964123b71fcbd76bd3f852,17544,5.0,2019-11-13 09:37:59.849650,
aeff235437044bfa8369014d91e8c527,28398,5.0,2019-12-03 10:36:10.875089,2019-12-07 15:14:52.821786
23eb451e4f614feba69831a96986b59e,17744,5.0,2019-11-13 15:58:50.357748,2019-11-15 07:47:21.274398
c03254955ebe4119bdc310653a09b3b8,24177,5.0,2019-11-26 17:50:03.184757,2019-12-24 22:26:44.186271
8d25a734241c4c2f93f8630251e14b02,17747,5.0,2019-11-13 16:00:02.987394,2019-11-26 00:20:34.074882
1da30e5783024500bfd9a444c9b398cc,20760,5.0,2019-11-20 05:03:55.816638,2019-11-28 00:18:50.987117
b5c9275fed934637b0b2e0207782641c,17936,5.0,2019-11-13 20:36:08.119796,
0f491589e67344a6af98956932dfe6a1,25890,5.0,2019-11-29 07:36:47.678581,2019-12-03 18:56:51.008000
127cc3a57668481caeeea3d6538276cc,18076,5.0,2019-11-14 02:26:26.859091,2019-11-21 16:00:01.769400
84cce912723240409f04eb925636f68f,18285,5.0,2019-11-14 16:02:23.829177,2019-12-10 13:02:16.744755
e9ca75131cfa42049a1817dd4f9daac3,18374,5.0,2019-11-14 20:16:09.555736,
3f46018f3f074ce2872615235c6330b1,18455,5.0,2019-11-14 22:10:19.727363,2019-12-27 01:11:30.960635
bcf79c7c308b4a99bc2a7db68b2396f7,18414,5.0,2019-11-14 21:18:59.403974,2019-11-29 15:40:08.447555
b441d192e6014d2f9bab98c8571d87c4,26570,5.0,2019-11-29 23:28:37.907373,
39cb656d418140cda7fbd63953d83e9c,24598,5.0,2019-11-27 15:01:42.990432,2019-12-01 23:59:40.079147
31735b8aa42045089eb1d0e2708dc77b,18791,5.0,2019-11-15 13:29:11.141320,2019-11-21 22:04:41.276408
1bf0bbe4670a41ff8934a4d7b32c55f8,24681,5.0,2019-11-27 17:50:24.642048,2019-12-04 18:58:45.352376
b5bcb6482f61427aaca3a9a637af94f7,19490,5.0,2019-11-17 04:20:24.071048,2019-11-18 20:48:35.081545
ea0fb2004b234bd0b34db855fef14e88,23783,5.0,2019-11-26 02:11:11.119052,2019-11-26 22:38:04.917734
8e4dee485e904d4894d934fa3464d7b8,21716,5.0,2019-11-21 20:07:53.705743,2019-11-25 20:06:54.792422
de5a8953fc314f91ad7b4da389baf4ec,19341,5.0,2019-11-16 19:55:49.723168,2019-11-17 17:36:23.659492
e51d04cdb3004d5a81645018af44bc9c,18720,5.0,2019-11-15 10:58:37.258205,2019-11-18 01:12:46.297230
c6e2b38248db43c08a2e62c8e8a11cbb,19767,5.0,2019-11-18 01:41:37.862852,2019-11-27 22:43:09.072696
1083dd2bed5c4ecbba87ae491c3257b9,23984,5.0,2019-11-26 14:02:36.038507,2019-11-27 18:54:58.664365
168a8785405f41729e53b9b07f350ee0,29038,5.0,2019-12-04 11:42:44.297109,2019-12-14 00:39:35.546145
3382624897424521a9e6264fc6c4a3e0,27331,5.0,2019-12-01 10:07:08.306077,2019-12-07 20:14:46.954971
e4fe921088454789a600f400bda9428b,23475,5.0,2019-11-25 15:13:59.099293,
6a34d0c2aeca488ba528173efb700e9f,27906,5.0,2019-12-02 12:53:58.494877,2019-12-07 12:50:52.377437
019c27262f8b4b9ebb1c2335dcd56702,27631,5.0,2019-12-01 22:03:32.193776,2019-12-19 16:31:17.815208
3638519971f3415dbe006580f0a5040c,23698,5.0,2019-11-25 22:31:27.868354,2019-11-26 21:13:27.832247
8b067d242ff6490294fa21aaf9171b71,21078,5.0,2019-11-20 20:58:06.967203,
02bcdf1f69a54230a97fd2cafd04c182,21121,5.0,2019-11-20 21:32:14.562856,2019-12-11 00:09:28.153930
a65ba90ca8d44e7b92b071079ad63352,21149,5.0,2019-11-20 21:57:34.805454,
3d8b0dc9234b4021bf6e9b4dac63881c,22450,5.0,2019-11-23 05:42:47.483273,2019-11-24 11:34:11.885624
65452162077545dcbc93b5753326644a,21926,5.0,2019-11-22 05:07:22.420717,2019-11-22 23:27:56.038696
b7752e31fce44dbe9006fe78cb4fb2c4,24111,5.0,2019-11-26 16:41:45.763804,2019-11-28 15:41:48.633934
83ab29e13ce34c3095ca76c6987de819,28851,5.0,2019-12-04 00:47:23.731736,2019-12-04 21:28:53.614555
fc459740710c4988bb2c07afdf32456e,22023,5.0,2019-11-22 11:48:09.706608,2019-12-02 11:09:21.584245
cd65d3922b244b719c7cf214c5bb3e09,27109,5.0,2019-11-30 20:17:32.722554,2019-12-15 23:19:35.894830
3276d943a33a4266a2cada5d66ed1105,29045,5.0,2019-12-04 11:53:23.736014,2019-12-04 21:01:02.590961
d48be656d2ee421985efcc135756e14c,23818,5.0,2019-11-26 05:23:03.284793,2019-11-28 04:30:59.369903
3ce48bc003724fefaa5dd953b49c2763,22734,5.0,2019-11-23 19:45:38.763933,
589960094e4c4f939ee423c93287c0d9,23264,5.0,2019-11-25 02:48:53.484313,
790f3ca85aac48c89b5c740b91a98643,23552,5.0,2019-11-25 17:09:30.427928,2019-12-15 14:10:27.433252
f0c50337ac0d4c09ae49b5e9064c4f72,24055,5.0,2019-11-26 15:26:19.178976,2019-11-28 12:30:32.080319
883b1f8ee0c0489ea80ad105dbf74f64,24027,5.0,2019-11-26 14:41:53.668180,
a2980f92f9624bc19cbf93d08682b393,29119,5.0,2019-12-04 13:44:38.249291,2019-12-07 02:37:40.755744
a6cd34933733405a967bc4e6624b098b,24288,5.0,2019-11-26 21:26:32.311686,2019-11-29 19:36:09.180140
cce6870f7c264164b0f7db0ed5d984d9,24521,5.0,2019-11-27 12:48:25.453571,
03ebf9d2187b48c38b1b910cc86e3edd,25115,5.0,2019-11-28 09:03:00.969926,2019-12-18 14:58:09.867813
30239ed27631424bba6b14b8d81eeb7f,27044,5.0,2019-11-30 18:27:40.662917,2019-12-02 22:02:39.121252
6895833746f041149ef8eb5627c5996e,28356,5.0,2019-12-03 08:28:45.985867,
46f3ea618be34b32a0ef45f103a56b1c,26016,5.0,2019-11-29 12:12:41.628731,
d28d559b60014c44be25580228724303,26026,5.0,2019-11-29 12:31:19.337008,
360d91423fee47f4af2fbcdee1ac983d,25925,5.0,2019-11-29 09:47:11.421866,2019-12-07 21:43:59.725398
46763dc34e904acca9a9e06eca18652a,26740,5.0,2019-11-30 07:08:37.958301,2019-12-05 00:15:10.024064
e6239a6b0aa043ae9632991411781e2f,26195,5.0,2019-11-29 14:56:19.172913,
eb0aeb7bf9d04ef082c020ab73083f52,26280,5.0,2019-11-29 16:04:03.451104,2019-12-19 17:01:19.934532
924c759af59445b1b2bd221286636623,26345,5.0,2019-11-29 17:29:14.515364,2019-12-08 15:25:12.589075
24b8d96169454c529573a87b53e5a2b1,26350,5.0,2019-11-29 17:43:07.002402,2019-12-03 22:17:39.014824
d78cecd9a4834422934f9c73b5b8a2cf,28597,5.0,2019-12-03 15:48:56.636129,2019-12-11 15:34:24.280807
b8a8e8a80e7448e0a2e37f38e9fbd266,25033,5.0,2019-11-28 02:19:28.861510,2019-11-30 00:09:39.371403
7e55bcf05e7d4775b9edb48de851368f,27713,5.0,2019-12-02 01:40:21.150432,
6ba2dfbb565f4cb19d08304844f0909f,27966,5.0,2019-12-02 14:43:20.050270,
291e4a1b063f4bcab97a327791fac469,24637,5.0,2019-11-27 16:01:37.642599,2019-12-03 23:27:18.433852
99338d1da41b41da9b4a737285ff8112,29225,5.0,2019-12-04 16:50:22.254210,
2440f1fad270492681fa23f7b30e6e74,18253,5.0,2019-11-14 14:53:38.365410,2019-11-20 14:08:15.085221
fae4519ec56844b6a5a2b33d36c70d67,19082,5.0,2019-11-16 03:03:50.653157,2019-11-21 23:05:47.186965
60a32589a5a64d30a5f1e72de87700f8,25699,10.0,2019-11-28 23:48:16.906177,2019-12-07 17:10:55.852252
a74c3a984f44452784420559247f0ef4,16590,5.0,2019-11-10 13:45:57.490913,2019-11-14 20:50:02.332961
4d44293c20e84323b8e2a8eeacb58587,22364,10.0,2019-11-23 00:51:27.569278,
e417bce7ec954cfc9c39c19f496dec5c,24921,10.0,2019-11-27 22:36:33.781388,2019-12-03 13:48:01.707645
a9790c73990941c5b25fd714249daf3e,24607,5.0,2019-11-27 15:16:12.084020,2019-11-29 08:41:24.903632
d31c06f32b81443eb367ca9775c88777,26884,10.0,2019-11-30 13:28:07.784667,2019-12-03 15:18:58.830820
89119620143a488bb407f23504aeb885,20913,10.0,2019-11-20 15:14:59.625130,2019-12-16 15:10:08.465792
cb0e6aac076f4c91b5b76d9ca62d1d20,26498,5.0,2019-11-29 21:29:26.621256,2019-12-11 15:06:17.864989
f7632156282d4be2b04279c5dcea7640,28925,10.0,2019-12-04 04:20:22.747513,2019-12-07 03:58:34.146967
5e513ad7cda744dd9fc713cec4247c5a,25559,10.0,2019-11-28 20:57:51.230817,2019-12-01 15:58:06.616732
68828f908bda4ce48c2f1618ab5560fd,23033,5.0,2019-11-24 15:56:36.907060,2019-11-25 13:53:40.601286
690668f65cd84fa89730e3650bd3947c,19858,5.0,2019-11-18 10:40:17.747384,2019-11-27 22:14:49.569331
d3b7094d01bd48cfa0ab3aa41fd76679,23885,5.0,2019-11-26 11:05:11.490999,2020-02-05 14:54:40.367337
0d908ff74f3f4622bcab495856ae5338,22181,5.0,2019-11-22 17:13:31.028443,2019-11-28 14:47:38.727470
712bd43269634f26b8cf3a1e03113de0,28882,10.0,2019-12-04 02:13:36.051230,2019-12-13 00:23:29.071752
c63fd46432874a73b71147ac757d71b2,16638,10.0,2019-11-10 18:06:20.216356,2019-11-30 00:19:27.214832
350618a3b332419cb3f4b5f75f2b1d57,24964,10.0,2019-11-27 23:44:32.310391,2019-11-30 01:47:28.491194
0b122e123d654e33a7cab9f2a56a8974,21744,10.0,2019-11-21 21:05:42.201786,2019-12-02 00:10:35.323442
3f30a4caec494f01999362c13b0c343e,25999,10.0,2019-11-29 11:48:28.776203,2019-12-03 19:44:18.139554
97dee969ee57473ca228763b8638c775,17366,5.0,2019-11-12 20:59:25.018782,2019-12-06 14:14:33.081594
07058c33250a4c549d555de0da94ad97,23917,5.0,2019-11-26 12:30:57.537166,2019-12-13 12:09:40.262958
a6ceb591850840af840a4e36e4c69837,19611,5.0,2019-11-17 15:07:36.430858,2019-12-07 15:40:53.263765
e9d6c60fabe04dc3ada17eda9a435289,18588,5.0,2019-11-15 01:13:21.459738,2019-11-27 16:22:45.783893
3b66ab47015c4d3991c4ebbfea36d6f8,16657,5.0,2019-11-10 19:35:22.865403,2019-11-16 21:34:12.980005
3a025151fbcb42ec927e2543db02d2c1,19671,5.0,2019-11-17 19:46:34.800305,2019-12-02 19:05:25.154717
66263e14348842b39261112ce445f9dc,22892,10.0,2019-11-24 05:29:28.086892,2019-11-29 19:25:55.277528
592d27b5cb9b440ebb3d7df4b5b83346,19002,5.0,2019-11-15 23:01:56.696465,2019-11-24 12:39:25.694163
b2628a63d663468e8339f329df768304,16635,5.0,2019-11-10 17:46:22.855058,2019-11-24 22:23:21.034714
c86909d5a1144782bb07f746d53c7275,23495,5.0,2019-11-25 15:44:34.847552,2019-12-30 16:43:49.172429
afcc1d7464274f1db054eb5ffccc71b6,19752,5.0,2019-11-18 00:56:41.235216,2019-11-19 18:11:47.504208
9afd1694a642463a9791698f8a8c2b78,20948,5.0,2019-11-20 16:51:32.070590,2019-11-29 21:08:38.862196
0593f93de53a4f41b210fcc4dca7227a,21894,5.0,2019-11-22 03:08:59.572413,2019-11-23 00:27:50.097114
1af7fc33542f4787906163229855e402,24506,5.0,2019-11-27 12:22:13.658547,2019-12-10 00:45:49.992035
14438f71402544538b358a893bacdae9,16918,5.0,2019-11-11 20:48:25.460783,2019-11-26 19:08:58.124648
01900b967b4c4effb2f43bef6c128fe4,18495,5.0,2019-11-14 22:43:19.772036,2019-11-15 18:09:07.811051
faf1752c79ae43668b70472bfb1f1733,16517,5.0,2019-11-10 00:23:21.506032,
ef26424d85b24d11910634a457a18796,16521,5.0,2019-11-10 00:32:19.682343,2019-11-17 13:34:37.686138
eae665fd303845ceb4ad6649beb8be3f,18202,5.0,2019-11-14 12:28:01.144132,2019-11-21 12:27:08.250931
c95e136ba9f04ae78a162f29ab482842,26507,5.0,2019-11-29 21:43:17.310244,2019-12-11 15:17:21.843366
e3e4e3c76b654f4382b7211de908a901,18714,5.0,2019-11-15 10:41:22.756005,2019-11-29 13:27:12.758973
e85246aa95a147e99cbe7121ef35d0ff,18212,5.0,2019-11-14 12:47:46.989562,2019-12-28 21:21:25.085008
4a2d64d860664712bda14c8f8bbb8981,25546,5.0,2019-11-28 20:42:22.860699,2019-12-03 15:02:17.176749
eed358137f3b42a5b23052f48d44034c,24336,5.0,2019-11-26 22:29:55.063654,
79323699e9a6480ab1e2baab446d4408,24823,5.0,2019-11-27 20:51:11.558759,2019-12-05 15:19:36.081780
8198eb14184e42d3b02bf8281ac0d95e,23335,5.0,2019-11-25 10:25:21.267818,2019-12-10 15:43:14.409843
fb797033f97f473dbd2d5b00d5fb59d9,17388,5.0,2019-11-12 21:49:07.651263,2019-11-14 11:07:15.393039
b92685e3d80a44b38c25f674ed8292dd,17281,5.0,2019-11-12 17:53:10.852528,2019-11-19 15:36:59.413694
198b18c79a994fc59746f329344444ca,17557,5.0,2019-11-13 10:12:10.703719,
