uuid,loan_id,amount,created_at,paid_at
62d036e66bdd4f83b88ccdf0e109cded,19541,5.0,2019-11-17 11:36:10.408036,2020-01-14 17:31:30.253038
53b6c9f16f124452b361f8f466df645e,26684,5.0,2019-11-30 03:25:33.752514,2019-12-14 12:10:02.612696
5102fb9403f54391b32e0f3cd546a543,26994,5.0,2019-11-30 16:48:55.160246,2019-12-20 16:59:21.326055
a675da442f434bd8ba68f7d46e2f61b0,20499,5.0,2019-11-19 17:57:13.641346,2019-11-22 14:19:49.527997
4cdaadd412da4761a4f0e1d61d67bfc1,25548,5.0,2019-11-28 20:44:47.829013,2019-12-02 11:02:57.887934
9c4744bdbe8f4b5f9c37fb8cd0b13b71,24565,5.0,2019-11-27 13:48:08.205061,2019-11-30 12:53:44.762503
f36d94a422f545ba95205809990784df,19330,5.0,2019-11-16 19:21:10.734572,2019-11-22 21:01:09.635080
7b9ba1b4619444b585d87698fc35188e,22516,5.0,2019-11-23 11:33:59.409952,2019-12-03 22:53:01.101874
be8f241a28c1409b8a560ab1e80f787a,19890,5.0,2019-11-18 12:06:19.213175,
5e306aab352d4bc6a597a03ea2f9aa92,20010,5.0,2019-11-18 16:55:26.295416,
a304f53c8e6b471782f8756636d01f0f,20079,5.0,2019-11-18 17:38:01.414553,
cd6ae50b37f04c6eb28ff4e126dff1da,22118,5.0,2019-11-22 14:34:02.164675,2019-11-25 12:14:07.026688
3686f4b4813f46689fce51aec63d5d7b,24370,5.0,2019-11-26 23:40:57.225968,2019-12-03 22:27:27.838898
89ab6807215a4b6da4b985ea06fac3f4,21089,5.0,2019-11-20 21:08:05.509595,2019-11-22 18:24:01.584957
06a66c587a0f412b8403e9d172dc40be,29302,10.0,2019-12-04 19:07:17.053043,2019-12-27 17:03:39.792603
495946994cf9404e8d2d5fba6c9e1433,18246,5.0,2019-11-14 14:21:50.984989,2019-11-19 08:30:04.097267
b938ea3352bf4d61a2491908bc51e021,20238,5.0,2019-11-19 10:12:39.533905,2019-12-04 14:40:40.794061
1ba12e33cdfc439280b8b2cb70d881d1,29124,5.0,2019-12-04 13:54:56.736443,2019-12-05 12:42:05.757981
057a0f72b3d94253bba04148d41527ad,20444,5.0,2019-11-19 16:09:42.426314,2019-11-29 09:20:43.642681
1521fca9f7dd45adb9514f31226229c2,20188,5.0,2019-11-19 08:27:11.360721,2019-11-19 22:27:17.685347
aa1dcb680fb9436583bcdcb47b2c252f,20969,5.0,2019-11-20 17:50:24.335356,2019-11-26 20:48:50.131046
011f36fcaec6432cbae485364bdb23db,24394,5.0,2019-11-27 08:26:27.144271,2020-01-22 18:42:43.987178
37ce720c7a4447d4b0fe036ed4961501,21368,5.0,2019-11-21 04:39:58.076097,2019-12-22 14:34:11.144603
1d3556e5baa044278cfc675285cfe477,25292,5.0,2019-11-28 13:34:58.896319,2019-11-30 06:47:53.366524
0d9baff769e3425ab1052f9b0a25057c,21271,5.0,2019-11-21 00:40:20.772245,
a47b9239926b4f3494df1abc88f0b869,21403,5.0,2019-11-21 08:55:21.662028,
9f54ccb8d44a4e38b54c5114e3470093,25237,5.0,2019-11-28 12:45:14.226788,
c41be15f066b4b31981e87234f700a86,21718,5.0,2019-11-21 20:10:20.777544,
d595c5badd5143c9abc0c94d2216e181,21717,5.0,2019-11-21 20:09:46.991368,2019-12-02 20:39:29.348789
c6f2c6dd98f448ff97dc016370e5d4b7,21860,5.0,2019-11-22 01:24:23.294417,
e054a4354b924d93bb6ae2c871a3c9da,21935,5.0,2019-11-22 07:26:59.733776,2019-11-30 23:19:52.110591
4040642b39a64e4ebe19ae77478007f0,22130,5.0,2019-11-22 15:10:49.017522,2019-12-11 16:04:13.659892
ae0daa9b8f264b58b5636e3edf13f874,22624,5.0,2019-11-23 15:17:29.730828,2019-12-09 20:57:40.815173
e959f8279c0a4d13b76eb2f00494088e,24678,5.0,2019-11-27 17:42:22.985091,2020-02-04 14:37:02.434382
6067aea33d5147ca816b83f9c392ed3f,23236,5.0,2019-11-25 01:35:31.603247,2019-12-13 19:30:53.327750
f3aebb4ff9d2440695db343dbac9dc3c,23522,5.0,2019-11-25 16:23:28.518725,2020-01-29 21:18:22.984628
c5acc9d4b56b4940aee31574de7958de,23897,5.0,2019-11-26 11:47:10.315975,2019-12-02 22:01:28.791874
60d989daa33d48728049fc2857a752d7,23989,5.0,2019-11-26 14:03:43.758611,
ef8930e61ce441ffa2b392f9a3f1648f,24090,5.0,2019-11-26 16:29:25.479561,
16abaef8ea924b8b87059e3ed7ae2102,27055,5.0,2019-11-30 18:44:29.612036,2019-12-11 00:23:08.964451
e5fa8338e93b4582ba36ee939e2fd5be,24204,5.0,2019-11-26 18:42:11.796256,2019-12-03 19:10:40.707021
a8b36e7a160246fa8e565ed272710497,29007,5.0,2019-12-04 10:28:20.048340,2019-12-05 16:03:39.413579
7697e95cd36d4ed9b95180bb68322e4d,24846,5.0,2019-11-27 21:02:58.237684,2020-01-22 11:14:19.673322
5920ce39c79d4cbd859e6a6603ccd6c6,25042,5.0,2019-11-28 02:51:22.278890,
d4735d5a3cf04d55a83af0272bc3a0b7,25468,5.0,2019-11-28 19:26:44.921804,2019-12-03 01:36:04.607089
bc191597c15f477b897f864a1f256523,25538,5.0,2019-11-28 20:23:48.678484,2019-12-07 23:05:36.193124
8d57db136d0a46e8a814347ca3b8f499,25580,5.0,2019-11-28 21:27:58.428363,
a5ee2149f1e94b19afb8b9c6c6882426,25602,5.0,2019-11-28 21:46:16.447788,2019-12-05 21:31:14.372188
ac80545d18164084b43a492b2b0fcd52,25615,5.0,2019-11-28 21:53:07.657883,2019-12-05 00:56:57.104572
ce93f847fbe1489281ba7846ae37fbac,25930,5.0,2019-11-29 09:55:45.773536,2019-12-03 14:41:03.244312
526efc8a38df489484f2f3db598199a1,26086,5.0,2019-11-29 13:23:55.810140,2019-12-18 12:14:00.610668
9b389ebcb9dd43e690bc0072fd00b958,26113,5.0,2019-11-29 13:47:55.164870,
2c82201fd3624f8586336bc05e0d70c5,26568,5.0,2019-11-29 23:25:50.717709,2019-12-07 19:12:55.814671
397df3db513d4fc8a3412e67516a4255,26161,5.0,2019-11-29 14:34:35.348686,
4d835b8fda9546cb846cd30d41d9ee0c,26377,5.0,2019-11-29 18:25:47.198895,2019-12-23 16:00:57.224882
70478a155d4a44a783417903170cf288,26823,5.0,2019-11-30 11:43:55.193759,
b26da454541b490e84dfa65943b2ce62,26621,5.0,2019-11-30 01:10:26.915226,2019-12-02 13:49:23.707253
02426081bce34c829bda81f3de7c7e62,26604,5.0,2019-11-30 00:35:27.322507,2019-11-30 12:15:05.722619
fed6956613ae4c62bafdcc4ec6a91247,29134,10.0,2019-12-04 14:11:50.128297,2019-12-22 16:40:43.391763
164f5567f0f84eeeb91ece8b7547acd9,28164,5.0,2019-12-02 20:33:57.233929,2019-12-17 16:17:16.954215
5880889805bf48a294622400aa984d26,19371,10.0,2019-11-16 21:21:49.910789,2019-12-10 11:44:07.467072
cef6d80140fa4009948aca61035e780d,28058,5.0,2019-12-02 17:11:27.381347,2019-12-03 23:47:52.757200
ac5500a6adc241109767cb1bab13519d,26815,10.0,2019-11-30 11:27:53.226689,2019-12-22 21:55:17.199168
41874033fe3948218cf39e071f20db7d,29019,10.0,2019-12-04 10:59:49.351449,2019-12-06 14:16:11.627651
3bd91c73186d487891dbe2673b2c0903,28588,5.0,2019-12-03 15:31:49.897330,
6250b7153def4524b020462586e78f54,28138,5.0,2019-12-02 19:42:12.563624,
132a22ba90324acfbc24ef9f4e21eb1c,17080,10.0,2019-11-12 13:23:24.904251,2019-11-13 03:22:42.685939
f43911be223e435fb79a3848467dd7e4,21967,5.0,2019-11-22 09:38:18.649880,2019-11-28 21:21:02.917831
8ef1dc6cb56441f397d5072ac49e039e,27262,5.0,2019-12-01 03:14:41.229815,
594c461a758d4d93b6f11df56051126b,18808,10.0,2019-11-15 14:30:59.588432,2019-11-23 21:13:30.901953
10369b2e04bd425abf212fd8b5bcd5d0,26802,10.0,2019-11-30 11:09:15.631487,2019-12-04 15:09:40.326020
afdd571ffe1940ffa4de519469d22d69,23540,10.0,2019-11-25 16:48:47.103705,2019-12-13 21:59:17.477282
0c3a9c6d2b5442c896a93c757f4e0f4a,22250,5.0,2019-11-22 19:57:46.343829,2019-11-30 11:22:56.238828
a73799aee06e484691804d346abb5479,19483,10.0,2019-11-17 03:43:35.370572,2019-11-23 19:32:13.132163
18daa01580ec454abd27e5a140cd5c5d,16570,5.0,2019-11-10 12:05:08.030279,
b256d3dc3dd8451f87d50fc7e72f8b8a,23448,5.0,2019-11-25 14:18:53.551836,
cdb3ea27fbcf49b385e86df89152dd20,20160,5.0,2019-11-19 02:08:26.222343,2020-01-03 13:05:32.898059
4d2b87bb88fd4020b564709628ed0d70,19329,10.0,2019-11-16 19:21:02.273275,2019-11-22 21:43:19.332324
b3b567e4fb5a4e48ae8d698af33cb895,21381,10.0,2019-11-21 06:17:25.504901,2019-12-01 00:33:59.252097
c5dc70ea75f4443da1faee201fe04c36,19645,10.0,2019-11-17 17:24:33.463677,2019-11-24 13:49:25.198476
5815359ec2b3403289671a4c2200149f,17069,5.0,2019-11-12 12:44:50.341550,2019-11-22 21:36:08.788834
efe69cf0806c4a36b979fb39f304e28f,19698,5.0,2019-11-17 21:40:40.902682,2019-12-16 12:20:39.804638
5032830a3a9a4ab280b4e2960f6d3291,17646,5.0,2019-11-13 14:42:04.542495,2019-12-25 14:12:51.717667
032a50733b6c49c188e11229ba3720ac,20651,5.0,2019-11-19 23:09:28.276233,2019-11-27 09:03:02.567353
bd0708be659c4104ab8bb31057151a35,18781,5.0,2019-11-15 13:14:27.303893,2019-12-14 11:34:18.760713
d77245d42f034f9b947c86ccb13597d6,16634,5.0,2019-11-10 17:35:24.439524,2019-12-01 20:46:05.912463
556b8598899344958acbbb8e528b221c,21663,5.0,2019-11-21 17:50:57.776815,2019-11-24 14:52:40.159589
c87c3c3b17124d248d3708ffac6c571b,24692,10.0,2019-11-27 18:23:46.717077,2019-12-05 20:51:47.235635
e4d70b3e4ae84ea485fbcf28704adff3,24562,10.0,2019-11-27 13:44:32.542469,
747b92c633f341c2b6e54f9e401bade0,28573,5.0,2019-12-03 14:58:41.348779,2019-12-07 13:16:22.491702
4158a48feaf647979d97173dbdb6582a,23309,5.0,2019-11-25 09:21:25.555391,2019-11-25 22:47:18.355384
3d34f0cf415f44459c2c5e6dce0969b4,20216,5.0,2019-11-19 09:37:12.681927,2019-12-30 19:44:13.259418
6389c13f503c4a989bfb2e4052e4271c,19793,5.0,2019-11-18 03:52:20.533091,2019-12-13 14:51:23.366015
33729554c2d34efc95d8913bee55ed94,29042,5.0,2019-12-04 11:47:31.412007,2019-12-31 15:52:36.146569
80f74714c7724674bbff2b07515dd360,16985,5.0,2019-11-12 02:25:09.344008,2019-11-17 18:45:41.761852
cae3f3915551463596052bb12a108c2a,23752,5.0,2019-11-26 00:38:46.775881,2019-12-03 11:13:31.068751
9edaef5975294064affb0d388b0421c0,16774,5.0,2019-11-11 10:11:06.864361,
cfc74fb08f734bf083fe2722eca75eb2,19703,5.0,2019-11-17 21:59:55.433983,2019-12-13 20:59:54.080478
31e87c2af9db480d82f72a6cc063fad2,19428,5.0,2019-11-16 23:52:32.193137,2019-11-21 03:22:16.414426
d100910d7e5846eebff54177c16f23fa,17104,5.0,2019-11-12 14:14:44.507718,2019-12-06 15:33:31.265122
bcf8a9a2788a455ab72dfd532ab0d87b,24429,5.0,2019-11-27 09:49:42.767911,2019-12-02 18:26:03.316841
cfdbda715d9e44809f843ec7e5b1da95,27457,5.0,2019-12-01 14:55:24.816474,2019-12-12 15:08:46.917645
5bad54c9d0f3445c927258eea0230c65,17928,5.0,2019-11-13 20:26:29.059111,2019-12-05 18:26:48.478246
84430e6e7b474af09442f229186e26a7,17591,5.0,2019-11-13 11:58:54.897314,2019-11-22 19:10:21.140867
786e4beb36e8467eb66019908fa3de54,18129,5.0,2019-11-14 08:01:13.303494,2019-11-28 01:56:42.228938
35002c9dc93d41d6832f8fba5f3ed1ad,17287,5.0,2019-11-12 18:00:16.773844,
c48da9efb1a14e9c83d4a8e1f4f1c7c1,17306,5.0,2019-11-12 18:32:16.943342,
a7369fcb3f7947af8e540259cec88ca2,28073,5.0,2019-12-02 17:33:40.187137,2019-12-03 05:11:55.221372
e0fc1b8a51124e3789d94b7dae57570e,17521,5.0,2019-11-13 07:39:51.629450,2019-11-14 07:20:42.572956
f0e2e1a328e84cf19e3901a8a36474b1,17973,5.0,2019-11-13 21:46:03.009544,2019-11-28 01:30:01.281861
0b2b35b45de2406db0b555de3f32618e,17644,5.0,2019-11-13 14:40:45.879985,
bd5b0ea2824c4f9e842ed7e43578b3c8,17700,5.0,2019-11-13 15:26:42.522765,2019-11-21 15:02:11.185705
cc1133271e4a43cca811da14adde12bc,17738,5.0,2019-11-13 15:54:54.746041,2019-11-15 10:48:52.648485
ed467d07f10546dda8eeffc9287463be,23553,5.0,2019-11-25 17:09:36.446613,2019-11-29 21:24:12.609538
b11b896f042a45418e74d307fec8b3a3,17980,5.0,2019-11-13 21:57:42.791353,2019-11-23 14:16:28.049196
bfcd30c84cfa46b586b9a4236e8187dc,25979,5.0,2019-11-29 11:06:00.970036,2019-11-30 21:51:29.638755
8347ae184d2c44bf9e0d695f3938d748,18028,5.0,2019-11-14 00:02:24.432246,2019-12-18 19:19:54.795081
b8a0f728ddfc428a86af39aff98ccdd5,28983,5.0,2019-12-04 09:40:26.002641,2019-12-18 00:43:43.323845
252f664a91dc4d79a1f2d839e597a91a,18146,5.0,2019-11-14 09:39:06.539271,2019-11-17 15:33:12.912673
6b5a075f1cb34525bc00916a9d1ba738,26425,5.0,2019-11-29 19:40:51.423793,
f64fd16e9e2b4aac8fbbb656cc59e9a5,23333,5.0,2019-11-25 10:22:59.948572,2019-12-14 17:55:22.172403
a8df7eaeadc64d7ba4c769c9b8843cdf,20259,5.0,2019-11-19 10:48:45.793262,2019-12-09 23:27:23.369620
8712dcadd8ab403aad273b339b29ff20,19210,5.0,2019-11-16 13:41:07.607984,2019-12-15 11:40:02.687024
435ae0898b8e417b9df7853e8dd42a78,18540,5.0,2019-11-14 23:53:40.480739,2019-11-22 16:17:39.408171
4d52275809d944779eb6a91944ee6f7f,18690,5.0,2019-11-15 09:19:56.495787,
c9bd42e209f04ed79cfca36b75a62b88,18895,5.0,2019-11-15 18:29:37.933616,2019-12-03 13:06:01.725614
5e254b806b4d40ef9f124a1056972ca0,22625,5.0,2019-11-23 15:17:30.153670,2019-12-06 16:23:08.199883
8ba7251978fd4cc4904e23c26a9779eb,27703,5.0,2019-12-02 01:24:25.199645,2019-12-16 13:07:32.609710
f1d2d8a2e66347f69e4f6916f51a5e17,19179,5.0,2019-11-16 12:21:33.458151,2019-12-17 02:23:32.668397
019ea2b846224c329a360aa9d5d84295,24173,5.0,2019-11-26 17:47:27.209213,2019-12-05 21:56:02.584024
01d53d844e924ca1947f7d151018d2f4,24203,5.0,2019-11-26 18:40:34.104113,2019-12-03 15:38:55.369116
9f8882f5e11b4bde85560d9d1180b131,25952,5.0,2019-11-29 10:36:36.644717,2019-11-30 19:26:30.335242
c86765097b7f4e748e1b15a2eccb98dc,23177,5.0,2019-11-24 22:26:07.197431,2019-12-06 15:17:56.284642
9ca031072e1042bebb5aed631f84f4d8,28374,5.0,2019-12-03 09:49:38.971082,
939fbfd84bfc41b6ab4cefd625451dfb,25967,5.0,2019-11-29 10:58:21.406705,2019-12-03 10:30:20.592571
afb67ef076164fc09c88f2b67dac8e47,27086,5.0,2019-11-30 19:29:47.322240,2019-12-01 12:57:53.011701
cfbd7752b7d74a09992d0642ffd56baa,23042,5.0,2019-11-24 16:31:31.073782,2019-12-06 22:55:32.313489
d1961fe2dd2f477e9defcf36b9189deb,23853,5.0,2019-11-26 09:54:07.099175,2019-11-29 18:42:37.416037
06a66c587a0f412b8403e9d172dc40be,23653,5.0,2019-11-25 20:39:21.906323,2019-11-28 21:58:50.238683
fa6c98a2704c4215b2d64e74ee2de618,21771,5.0,2019-11-21 21:50:18.823623,2019-12-04 16:52:24.622281
ca1a3878032243078287281dcf6556e8,20321,5.0,2019-11-19 12:12:42.508187,
d24d35372df5477a97aaf1c81c6fff21,20701,5.0,2019-11-20 00:56:51.314916,2019-12-16 13:57:18.325538
a1d276b4356c41a4baa2a2fda3855a38,20777,5.0,2019-11-20 08:55:22.590362,
a1771f81a8c943feb8bb8f0503f051ee,20879,5.0,2019-11-20 13:39:19.788412,
a61a74986cc14e8c8a6bfb0c729af1cb,21044,5.0,2019-11-20 20:32:47.717523,
8155bf98898844c6a060b1c3104ba3b7,21003,5.0,2019-11-20 19:26:11.139833,2019-11-29 21:28:28.790613
d2763ec64bee4012ab747d789acf1a8a,26574,5.0,2019-11-29 23:36:50.056629,2019-12-03 12:58:56.941103
64a8f486a6bc4482a4650c04293f9452,28769,5.0,2019-12-03 22:06:29.472736,2019-12-05 10:59:21.764096
fbd3fdf8854d4c439823be85d6e9c458,25314,5.0,2019-11-28 14:16:28.799372,2019-12-06 13:31:11.963909
659bcc6bbd6046e09f5c2988381097f0,21144,5.0,2019-11-20 21:55:40.108116,
534c7ee176464e52a5fce85160b49207,27207,5.0,2019-12-01 00:26:39.376072,2019-12-29 22:08:07.479073
06f15de6f8d2402a90549ed590091967,21331,5.0,2019-11-21 02:52:45.933044,
9343a009b30944f8b46ca1af0c03e036,22028,5.0,2019-11-22 11:53:38.911083,2019-12-29 21:06:22.019447
6a7b3ed0f3744c7bbbd7567726f0eaa7,22097,5.0,2019-11-22 13:53:58.103392,2019-11-23 12:44:13.497269
d5a55eb87f8e416f81aa048c61454a72,26436,5.0,2019-11-29 20:00:37.438751,2019-12-14 19:31:26.443452
75ffd77c266e4c5ea9bf4b4c5659ad06,25837,5.0,2019-11-29 03:17:53.057721,2019-12-08 18:05:18.392569
a8e4dd1933634299bc1251acb1615b33,21938,5.0,2019-11-22 08:16:25.336696,2019-12-31 09:45:56.082242
8527f6da16834415a5dd2df800d9543f,29151,5.0,2019-12-04 14:31:54.876370,2019-12-09 13:36:54.320701
18c4054ac7d04e5b8353e505239a77ef,22635,5.0,2019-11-23 15:30:33.578318,2020-01-18 00:30:39.869855
561b8c44d2354d5db1a3cafdb2d08d94,23205,5.0,2019-11-24 23:45:44.183751,2019-11-27 19:38:10.559261
5f951241db424a7cbb1393944028e763,23414,5.0,2019-11-25 13:33:12.381723,
6e33dcec0d404cf29170ace586154263,25411,5.0,2019-11-28 17:05:43.330592,2019-12-02 17:07:06.577215
80a4aa89869d4a1c9cbdc61203735859,23705,5.0,2019-11-25 22:48:42.552626,2019-11-27 19:16:28.695660
22ebf9ab956e47edafda2e2b0c781f9e,24639,5.0,2019-11-27 16:09:13.485775,
23ee897700e24c98901aaa314e272727,28478,5.0,2019-12-03 12:55:16.491810,2020-01-06 22:04:41.122611
7e40c397356f4bb98f81e1545fca1f58,25648,5.0,2019-11-28 22:28:56.037553,2019-11-30 11:44:23.989017
72347a88dcc147dcab5781555b2c84b8,25025,5.0,2019-11-28 01:58:45.698955,2019-12-15 14:04:28.297682
22e5708aa4b54b59a94c99433344b8c8,19432,5.0,2019-11-17 00:05:18.790659,2019-11-28 03:47:16.829788
d0a1688e0ad5417d862b205401d596e9,25305,5.0,2019-11-28 13:59:37.672648,
cbaf0e431472441282b5c7362d32bdb6,25497,5.0,2019-11-28 19:50:48.111310,2019-12-29 12:41:44.527225
26a12cfaebf44ba388052cb0bc8cde99,25853,5.0,2019-11-29 03:55:17.224007,2019-12-04 18:30:45.487524
a9da473d3e2949ca94c476de6d0fa0b6,26936,5.0,2019-11-30 14:55:58.832417,2019-12-14 13:55:02.462222
3bae207184c348c68af99e19aeb25658,25739,5.0,2019-11-29 00:40:17.776267,
165f7c51b2ef4713875232b7db42a48b,28223,5.0,2019-12-02 22:47:18.597629,
97e0832c0fa6407387679e3f9ee328c0,26145,5.0,2019-11-29 14:22:23.981804,2020-01-03 13:58:25.369798
2eb100e3a81f41ef88dcbf6f71a87bb4,25099,10.0,2019-11-28 06:16:40.280487,2019-12-03 15:01:43.682685
8e93f52ba8a14fc3ab2512ff9d9cdd1c,20857,10.0,2019-11-20 12:41:24.706185,2019-12-05 16:07:48.693624
0acdac46077c48f0832f404326a95946,18001,10.0,2019-11-13 22:49:28.150852,2019-12-03 13:02:05.779525
1b8f2d50fa81461fba52cf894ff03584,23957,10.0,2019-11-26 13:31:54.789333,
13077e503ef1401eabb99e15ea8be8f4,26826,10.0,2019-11-30 11:46:40.653881,2019-12-06 18:50:38.083575
132a22ba90324acfbc24ef9f4e21eb1c,17525,10.0,2019-11-13 08:16:36.252828,2019-11-15 14:45:10.514011
f43911be223e435fb79a3848467dd7e4,27024,10.0,2019-11-30 17:51:18.671802,2019-12-19 01:31:43.239548
